Year,Area (use fill down),Street (use find and replace to replace the odd character with a space),Street 2 (in Refine use titlecase and cluster and edit),Strange HTML (use unescape HTML)
2011,," SouthåParade,åSuttonåColdfield"," South Parade, Sutton Coldfield",
2011,," Southåparade,åSuttonåColdfield"," South parade, Sutton Coldfield",
2011,," SouthåParade,åSuttonåColdfield"," South Parade, Sutton Coldfield",
2011,," Southåparade,åSuttonåColdfield"," South parade, Sutton Coldfield",
2011,," SouthåParade,åSuttonåColdfield"," South Parade, Sutton Coldfield",
2011,," SouthåParade,åSuttonåColdfield"," South Parade, Sutton Coldfield",
2011,," SouthåParade,åSuttonåColdfield"," South Parade, Sutton Coldfield",
2011,," Southåparade,åSuttonåColdfield"," South parade, Sutton Coldfield",
2011,," Southåparade,åSuttonåTownåCentre"," South parade, Sutton Town Centre",
2011,," SouthåParade,åTownåCentre,åSuttonåColdfield"," South Parade, Town Centre, Sutton Coldfield",
2011,,STORNAWAYåROADåCASTLEåVALE,STORNAWAY ROAD CASTLE VALE,
2011,,STREETLEYåROADåERDINGTON,STREETLEY ROAD ERDINGTON,
2011,,sumburghåcroft,sumburgh croft,
2011,,SuttonåColdfieldåTownåCentre,Sutton Coldfield Town Centre,
2011,,SuttonåColdfieldåTownåCentre,Sutton Coldfield Town Centre,
2011,,SuttonåNewåRoad,Sutton New Road,
2011,,SuttonåNewåRoadåErdington,Sutton New Road Erdington,
2011,,SUTTONåNEWåROADåERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,,SUTTONåNEWåROADåERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,," SuttonåNewåRoad,åErdington,åB'ham"," Sutton New Road, Erdington, B'ham",
2011,,SuttonåParade,Sutton Parade,
2011,,SUTTONåPARADE,SUTTON PARADE,
2011,,SuttonåParade,Sutton Parade,
2011,,SuttonåTownåcentre,Sutton Town centre,
2011,,suttonåtownåcentre,sutton town centre,
2011,,suttonåtownåcentre,sutton town centre,
2011,,suttonåtownåcentre,sutton town centre,
2011,,SuttonåTownåCentre,Sutton Town Centre,
2011,,tedburyåcrescent,tedbury crescent,
2011,," Tesco'såExpress,åWalsallåRoad,åFouråOaks,åSuttonåColdfield"," Tesco's Express, Walsall Road, Four Oaks, Sutton Coldfield",
2011,,TheåParade,The Parade,
2011,,TheåParade,The Parade,
2011,,TheåParade,The Parade,
2011,,theåparadeåsutton,the parade sutton,
2011,,THEåPARADEåSUTTONåCOLDFIELD,THE PARADE SUTTON COLDFIELD,
2011,," TheåParade,åBirminghamåRoad,åSuttonåColdfield"," The Parade, Birmingham Road, Sutton Coldfield",
2011,," TheåParade,åSuttonåColdfield"," The Parade, Sutton Coldfield",
2011,," TheåParade,åSuttonåColdfield"," The Parade, Sutton Coldfield",
2011,," TheåParade,åSuttonåColdfield"," The Parade, Sutton Coldfield",
2011,," TheåParade,åSuttonåColdfield"," The Parade, Sutton Coldfield",
2011,," TheåParade,åSuttonåColdfield"," The Parade, Sutton Coldfield",
2011,," TheåParade,åSuttonåColdfield"," The Parade, Sutton Coldfield",
2011,," TheåParade,åSuttonåTownåCentre"," The Parade, Sutton Town Centre",
2011,,theåparade....,the parade....,
2011,,THEåRIDGEWAY,THE RIDGEWAY,
2011,,TheåRidgeway,The Ridgeway,
2011,,TheåRidgeway,The Ridgeway,
2011,,TheåSwanåPH,The Swan PH,
2011,,turnhouseåroad,turnhouse road,
2011,,UpperåHollandåRoad,Upper Holland Road,
2011,,VictoriaåRd,Victoria Rd,
2011,,VictoriaåRd,Victoria Rd,
2011,,victoriaård,victoria rd,
2011,," WalshåDrive,åWalmley,åSuttonåColdfield"," Walsh Drive, Walmley, Sutton Coldfield",
2011,,WarrenåFarmåRd,Warren Farm Rd,
2011,,WarrenåFarmåRoad,Warren Farm Road,
2011,,whitehouseåcommonård,whitehouse common rd,
2011,,wiltonåRd,wilton Rd,
2011,," WindsoråHouse,åJarvisåRoad,åErdington"," Windsor House, Jarvis Road, Erdington",
2011,,WittonåLodgeåRoad,Witton Lodge Road,
2011,," WittonålodgeåRoad,åerdington"," Witton lodge Road, erdington",
2011,,YorkåRoad,York Road,
2011,,AbdonåAve,Abdon Ave,
2011,,AlcesteråRoadåSouth,Alcester Road South,
2011,,alvechurchård,alvechurch rd,
2011,,ardenåroad,arden road,
2011,,ardencoteåfroad,ardencote froad,
2011,,AshleyåClose,Ashley Close,
2011,,baltiåspiceåBristolårdåSouth,balti spice Bristol rd South,
2011,,BarnesåHill,Barnes Hill,
2011,,BarrowåHouse,Barrow House,
2011,,BellåStreet,Bell Street,
2011,,BirminghamåNewåStreet,Birmingham New Street,
2011,,BirminghamåNewåStreet,Birmingham New Street,
2011,,BirminghamåNewåStreet,Birmingham New Street,
2011,," BirminghamåStreet,åOldbury"," Birmingham Street, Oldbury",
2011,,BlandfordåRoad,Blandford Road,
2011,,BournbrookåRoad,Bournbrook Road,
2011,,BournvilleåFrontåOffice,Bournville Front Office,
2011,,bournvilleåfrontåoffice,bournville front office,
2011,,bournvilleålane,bournville lane,
2011,,BournvilleåLane,Bournville Lane,
2011,,Bournvilleålaneåfrontåoffice,Bournville lane front office,
2011,,bowlingågreenåroad,bowling green road,
2011,,BristolåRd,Bristol Rd,
2011,,bristolård,bristol rd,
2011,,bristolård,bristol rd,
2011,,bristolård,bristol rd,
2011,,bristolårdåsellyåoak,bristol rd selly oak,
2011,,bristolårdåsouth,bristol rd south,
2011,,bristolårdåsouth,bristol rd south,
2011,,bristolårdåsth,bristol rd sth,
2011,," BristolåRd,åNorthfield"," Bristol Rd, Northfield",
2011,," BristolåRd,åSellyåOak"," Bristol Rd, Selly Oak",
2011,,BristolåRoad,Bristol Road,
2011,,BristolåRoad,Bristol Road,
2011,,BristolåRoad,Bristol Road,
2011,,BristolåRoad,Bristol Road,
2011,,BristolåRoad,Bristol Road,
2011,,BristolåRoad,Bristol Road,
2011,,bristolåroad,bristol road,
2011,,bristolåroad,bristol road,
2011,,BristolåRoad,Bristol Road,
2011,,bristolåroad,bristol road,
2011,,bristolåroad,bristol road,
2011,,bristolåroad,bristol road,
2011,,bristolåroad,bristol road,
2011,,BristolåRoad,Bristol Road,
2011,,BristolåRoadåNorthfield,Bristol Road Northfield,
2011,,bristolåroadåsellyåoak,bristol road selly oak,
2011,,BristolåRoadåsellyåOak,Bristol Road selly Oak,
2011,,bristolåroadåsellyåoak,bristol road selly oak,
2011,," BristolåRoadåSouth,åNorthfield"," Bristol Road South, Northfield",
2011,," BristolåRoadåSouth,åSellyåOak"," Bristol Road South, Selly Oak",
2011,," BristolåRoad,åSellyåOak"," Bristol Road, Selly Oak",
2011,," BristolåRoad,åSellyåOak"," Bristol Road, Selly Oak",
2011,," BristolåRoad,åSellyåOak"," Bristol Road, Selly Oak",
2011,,broadåstreet,broad street,
2011,,broadåstreet,broad street,
2011,,broadåstreet,broad street,
2011,," BroadåStreet,åCityåCentre"," Broad Street, City Centre",
2011,," BroadåStreet,åCityåCentre"," Broad Street, City Centre",
2011,,Brookålane,Brook lane,
2011,,bunburryåroad,bunburry road,
2011,,bunburryåroad,bunburry road,
2011,," BurnhillåGroveå,WeoleyåCastleå,Birmingham."," Burnhill Grove ,Weoley Castle ,Birmingham.",
2011,,CaråParkåofåBournvilleålaneåP/Stn,Car Park of Bournville lane P/Stn,
2011,," chinbrookåroad,åbillsley"," chinbrook road, billsley",
2011,,churchåhillånortthfield,church hill nortthfield,
2011,,ChurchåRoad,Church Road,
2011,," ComptonåRoad,åCradleyåHeath"," Compton Road, Cradley Heath",
2011,," Costcutters,åArdernåRoad"," Costcutters, Ardern Road",
2011,,dawberryåroad,dawberry road,
2011,,DawlishåRoad,Dawlish Road,
2011,,dingleåclub,dingle club,
2011,,doddingtonåroad,doddington road,
2011,,DogåKennelåLane,Dog Kennel Lane,
2011,,dogåpoolålane,dog pool lane,
2011,,downfieldådrive,downfield drive,
2011,,Dudleyåbusåstation,Dudley bus station,
2011,,DwellingsåLane,Dwellings Lane,
2011,,EAFO,EAFO,
2011,,EdgbastonåCricketåGround,Edgbaston Cricket Ground,
2011,,edgbastonåparkåroad,edgbaston park road,
2011,,ExeteråRdå/åHubertåRd,Exeter Rd / Hubert Rd,
2011,,fordhouseålane,fordhouse lane,
2011,," FouråACreså,Quinton."," Four ACres ,Quinton.",
2011,," FrogmillåRoad,åFrankley"," Frogmill Road, Frankley",
2011,,gennersålane,genners lane,
2011,,GlastonburyåRoad,Glastonbury Road,
2011,,greatåparkårubery,great park rubery,
2011,,GriffinsåBrookåLane,Griffins Brook Lane,
2011,,GrosvenoråShoppingåCentre,Grosvenor Shopping Centre,
2011,,hagleyåRoad,hagley Road,
2011,,hagleyåroad,hagley road,
2011,,hagleyåroad,hagley road,
2011,,HagleyåRoad,Hagley Road,
2011,,hagleyåroad,hagley road,
2011,,HagleyåRoad,Hagley Road,
2011,,HagleyåRoad,Hagley Road,
2011,,HagleyåRoad,Hagley Road,
2011,,HagleyåRoad,Hagley Road,
2011,," HagleyåRoad,åEdgbaston"," Hagley Road, Edgbaston",
2011,," HagleyåRoad,åEedgbaston"," Hagley Road, Eedgbaston",
2011,,HarborneåCricketåclub,Harborne Cricket club,
2011,,Harborneåhighåst,Harborne high st,
2011,,HarborneåHighåStreet,Harborne High Street,
2011,,HarborneåHighåStreet,Harborne High Street,
2011,,HarborneåHighåstreet,Harborne High street,
2011,,HarborneåParkåRoad,Harborne Park Road,
2011,,HarborneåPoliceåStation,Harborne Police Station,
2011,,Harbourneåcricketåclub,Harbourne cricket club,
2011,,HawkesleyåEnd,Hawkesley End,
2011,,HawkesleyåSquare,Hawkesley Square,
2011,,HazelwellåStreet,Hazelwell Street,
2011,,heathmillålaneådigbeth,heathmill lane digbeth,
2011,,heronsåwood,herons wood,
2011,,HighåSt,High St,
2011,,HighåStåHarborne,High St Harborne,
2011,,highåståharborne,high st harborne,
2011,,highåstånorthfield,high st northfield,
2011,,HighåStreetåharborne,High Street harborne,
2011,,HighåStreetåHarborne,High Street Harborne,
2011,,highåstreetåharborne,high street harborne,
2011,,highåstreetåharborne,high street harborne,
2011,,highåstreetåharbourne,high street harbourne,
2011,," HighåStreet,åHarborne"," High Street, Harborne",
2011,," HighåStreet,åHarborne"," High Street, Harborne",
2011,,HighfdieldåLane,Highfdield Lane,
2011,,highfieldålane,highfield lane,
2011,," HighfieldåLane,åQuinton"," Highfield Lane, Quinton",
2011,," HoggsåLane,åNorthfield"," Hoggs Lane, Northfield",
2011,,HollybankåRoad,Hollybank Road,
2011,," HolywoodåBowl,åRubery"," Holywood Bowl, Rubery",
2011,,Homeåaddress,Home address,
2011,," HonningtonåCrescent,åNorthfield"," Honnington Crescent, Northfield",
2011,,jigginsålane,jiggins lane,
2011,," JigginsåLane,åBartleyåGreen"," Jiggins Lane, Bartley Green",
2011,,kembertoneåroad,kembertone road,
2011,,KingsåNortonåGreen,Kings Norton Green,
2011,,leechågreenård,leech green rd,
2011,,leithågrove,leith grove,
2011,,leithågrove,leith grove,
2011,,LongåFellowåRoad,Long Fellow Road,
2011,,LongbridgeåLane,Longbridge Lane,
2011,,LongbridgeåLane,Longbridge Lane,
2011,," LongbridgeåLane,åWeståheath"," Longbridge Lane, West heath",
2011,,longhamåcroft,longham croft,
2011,,LottieåRoad,Lottie Road,
2011,,lutleyågrove,lutley grove,
2011,," MalinsåRoad,åHarborne"," Malins Road, Harborne",
2011,,mandervilleåhouse,manderville house,
2011,," MarjoramåClose,åHawksley"," Marjoram Close, Hawksley",
2011,,MasshouseåLane,Masshouse Lane,
2011,,MasshouseåLane,Masshouse Lane,
2011,,maypoleålane,maypole lane,
2011,,merrittsåhill,merritts hill,
2011,,metchleyålane,metchley lane,
2011,,moatåroad,moat road,
2011,," MounbattenåHouse,åWyndhamåRoad"," Mounbatten House, Wyndham Road",
2011,,NEWåSTREETåBR,NEW STREET BR,
2011,,newåstreetåstation,new street station,
2011,,NortbåWorcesteråGolfåClub,Nortb Worcester Golf Club,
2011,," NorthåStreet,åHarborne"," North Street, Harborne",
2011,," NorthåStreet,åHarborne"," North Street, Harborne",
2011,,NorthfieldåHighåStreet,Northfield High Street,
2011,,NorthfieldåHighåStreet.,Northfield High Street.,
2011,,oakridgeåroadånorthfield,oakridge road northfield,
2011,,Oddingleyåroad,Oddingley road,
2011,," OddingleyåRoad,åWeståheath"," Oddingley Road, West heath",
2011,," ParadiseåForumå,Birmingham."," Paradise Forum ,Birmingham.",
2011,,parsonsåhill,parsons hill,
2011,,pershoreåroad,pershore road,
2011,,pershoreåroad,pershore road,
2011,,pershoreåroad,pershore road,
2011,,pershoreåroad,pershore road,
2011,,pershoreåroad,pershore road,
2011,,PershoreåRoad,Pershore Road,
2011,,PershoreåRoad,Pershore Road,
2011,,pershoreåroad,pershore road,
2011,,pershoreåroad,pershore road,
2011,,pershoreåroad,pershore road,
2011,,pershoreåroad,pershore road,
2011,," PershoreåRoadåSouth,åKingsåNorton"," Pershore Road South, Kings Norton",
2011,," PooleåCrescent,åHarborne"," Poole Crescent, Harborne",
2011,,poplaråavenue,poplar avenue,
2011,,PortlandsåRoad,Portlands Road,
2011,,PrincethorpeåRoad,Princethorpe Road,
2011,,QEåCasualty,QE Casualty,
2011,,qeåhospital,qe hospital,
2011,,QEåHospital,QE Hospital,
2011,,qualityåhotel,quality hotel,
2011,,QueenåElizabethåHospital,Queen Elizabeth Hospital,
2011,,RaddlebarnåRoad,Raddlebarn Road,
2011,,richmondåhillåroad,richmond hill road,
2011,,RichmondåRoad,Richmond Road,
2011,,RoseåRoad,Rose Road,
2011,," RoseåRoad,åHarborne"," Rose Road, Harborne",
2011,," Sainsburys,åFrankleyåBeechesåRd,åNorthfield"," Sainsburys, Frankley Beeches Rd, Northfield",
2011,,selcroftåave,selcroft ave,
2011,," ShannonåRd,åKingsåNorton"," Shannon Rd, Kings Norton",
2011,,shawbrookågrove,shawbrook grove,
2011,,shellåforecourtåbristolård,shell forecourt bristol rd,
2011,," SiråHiltonsåRoad,åWeståHeath"," Sir Hiltons Road, West Heath",
2011,,Snaxå24åforcourt.,Snax 24 forcourt.,
2011,,SolihullåHighåStreet,Solihull High Street,
2011,,SolihullåHighåStreet.åOutsideåRosies.,Solihull High Street. Outside Rosies.,
2011,,stanleyåroadåquinton,stanley road quinton,
2011,," Stoneåroad,åEdgbaston"," Stone road, Edgbaston",
2011,,stonehouseålane,stonehouse lane,
2011,," StratfordåRoadå,Sparkbrookå,Birmingham."," Stratford Road ,Sparkbrook ,Birmingham.",
2011,,TheåFold,The Fold,
2011,," TheåFold,åKingsåNorton"," The Fold, Kings Norton",
2011,,TheåJesteråPH,The Jester PH,
2011,," TheåParadeåQueensway,åCityååCentre."," The Parade Queensway, City  Centre.",
2011,," TheåRoyalåOakåPublicåHouse,åPershoreåRoad"," The Royal Oak Public House, Pershore Road",
2011,,ThreeåHorshoesåPH,Three Horshoes PH,
2011,,ThreeåShiresåOakåRoad,Three Shires Oak Road,
2011,,ThreeåshiresåRoad,Three shires Road,
2011,,trescotteåroad,trescotte road,
2011,,turvesågreen,turves green,
2011,,unknown,unknown,
2011,,valbourneåroadåkingsåheath,valbourne road kings heath,
2011,," VicarageåRoad,åKingsåheath"," Vicarage Road, Kings heath",
2011,," VineyardåRoad,åNorthfield"," Vineyard Road, Northfield",
2011,,warålane,war lane,
2011,," WatfordåRd,åCotteridge"," Watford Rd, Cotteridge",
2011,,weollyåcastleåroad,weolly castle road,
2011,,WestminsteråRoad,Westminster Road,
2011,,WolverhamptonåStreet,Wolverhampton Street,
2011,," WoodhouseåRoad,åQuinton"," Woodhouse Road, Quinton",
2011,,WoodmeadowåRoad,Woodmeadow Road,
2011,,worldsåendålane,worlds end lane,
2011,,worldsåendålane,worlds end lane,
2011,," WorldsåEndåLane,Quinton"," Worlds End Lane,Quinton",
2011,," WorldsåEndåLane,Quinton"," Worlds End Lane,Quinton",
2011,,AcardianåCentre,Acardian Centre,
2011,,AdderleyåRoad,Adderley Road,
2011,,AiråNightåClub,Air Night Club,
2011,," AlbertåRoad,åHandsworth,åBirmingham"," Albert Road, Handsworth, Birmingham",
2011,," ArcadiaåCentre,åBirminghamåcityåcentre"," Arcadia Centre, Birmingham city centre",
2011,,arcadian,arcadian,
2011,,Arcadian,Arcadian,
2011,,ArcadianåBirminghamåCityåCentre,Arcadian Birmingham City Centre,
2011,," Arcadianåcenter,åBirmingham"," Arcadian center, Birmingham",
2011,,ArcadianåCentre,Arcadian Centre,
2011,,Arcadianåcentre,Arcadian centre,
2011,,Arcadianåcentre,Arcadian centre,
2011,,ArcadianåCentre,Arcadian Centre,
2011,,ArcadianåCentre,Arcadian Centre,
2011,,arcadianåcentre,arcadian centre,
2011,,ArcadianåCentre,Arcadian Centre,
2011,,ArcadianåCentre,Arcadian Centre,
2011,,arcadianåcentre,arcadian centre,
2011,,arcadianåcentre,arcadian centre,
2011,,ArcadianåCentre,Arcadian Centre,
2011,,ArcadianåCentre,Arcadian Centre,
2011,,arcadianåcentre,arcadian centre,
2011,,ArcadianåCentre,Arcadian Centre,
2011,,arcadianåcentreåbham,arcadian centre bham,
2011,," ArcadianåCentre,åBirmingham"," Arcadian Centre, Birmingham",
2011,," ArcadianåCentre,åBirminghamåCityåCentre"," Arcadian Centre, Birmingham City Centre",
2011,," ArcadianåCentre,åLadywellåWalk"," Arcadian Centre, Ladywell Walk",
2011,," ArcadianåCentre,åLadywellåWalk"," Arcadian Centre, Ladywell Walk",
2011,," ArcadianåEntertainmentåCentre,åBirmingham"," Arcadian Entertainment Centre, Birmingham",
2011,," Arcadian,åCityåCentre."," Arcadian, City Centre.",
2011,," Arcadian,åHurståStreet"," Arcadian, Hurst Street",
2011,,astonåhotel`,aston hotel`,
2011,,AstonåPoliceåStation,Aston Police Station,
2011,,astonåvillaåfootballåground,aston villa football ground,
2011,,attenboroughåclose,attenborough close,
2011,," awayåfansåcoachåpark,ååbhamåcfc"," away fans coach park,  bham cfc",
2011,,awayåsupportersåentranceåbcfc,away supporters entrance bcfc,
2011,,BaråRisa,Bar Risa,
2011,," BathåRow,åBirmingham"," Bath Row, Birmingham",
2011,," BathåStreet,Cityåcentre"," Bath Street,City centre",
2011,,BCFCååhomeåfansåcaråaprke,BCFC  home fans car aprke,
2011,,BCFCåground,BCFC ground,
2011,,BCFCåTiltonåRoadåentrance,BCFC Tilton Road entrance,
2011,,berkeleyåstreet,berkeley street,
2011,,BerkeleyåStreet,Berkeley Street,
2011,,Berkleyåstreet,Berkley street,
2011,,B'hamåNewåStreetåStation,B'ham New Street Station,
2011,," BigåBite,åBroadåStreet"," Big Bite, Broad Street",
2011,," BIGWOKåRestaurant,åBirmingham"," BIGWOK Restaurant, Birmingham",
2011,," Birchfieldåroad,ååperryåbarr"," Birchfield road,  perry barr",
2011,," BirchfieldåRoad,åBirmingham"," Birchfield Road, Birmingham",
2011,," BirchfieldåRoad,åCityåCentre"," Birchfield Road, City Centre",
2011,,BirchfiledåRoad,Birchfiled Road,
2011,,BirminghamåCityåFCåÛåCoachåPark,Birmingham City FC Û Coach Park,
2011,,BirminghamåMagistratesåCourt.,Birmingham Magistrates Court.,
2011,,BirminghamåNewåSt,Birmingham New St,
2011,,BirminghamåNewåStreetåStation,Birmingham New Street Station,
2011,," BirminghamåNewåStreet,"," Birmingham New Street,",
2011,,Bishopgateåstreetå@åjunctionåofåBroadåstreet.,Bishopgate street @ junction of Broad street.,
2011,," BishopgateåStreet,åCityåCentre"," Bishopgate Street, City Centre",
2011,,bishopsgateåstreet,bishopsgate street,
2011,," BlissåBar,åBroadåStreet"," Bliss Bar, Broad Street",
2011,," BlissåNightclub,åBroadåSt,åBirmingham"," Bliss Nightclub, Broad St, Birmingham",
2011,," Blissånightclub,åBroadåSt."," Bliss nightclub, Broad St.",
2011,," Bliss,åBroadåSt."," Bliss, Broad St.",
2011,,BordesleyåGreen,Bordesley Green,
2011,,BordesleyåGreenård,Bordesley Green rd,
2011,," BradfordåSt,åBirmingham"," Bradford St, Birmingham",
2011,," BraodåStreet,åCityåCentre"," Braod Street, City Centre",
2011,," BraodåStreet,åCityåCentre"," Braod Street, City Centre",
2011,," BraodåStreet,åCityåCentre"," Braod Street, City Centre",
2011,," BraodåStreet,åCityåCentre"," Braod Street, City Centre",
2011,," BraodåStreet,åCityåCentre"," Braod Street, City Centre",
2011,," BraodåStreet,åCityåCentre"," Braod Street, City Centre",
2011,,BriaråRoseåPHåBennettsåHill,Briar Rose PH Bennetts Hill,
2011,,brightonåarmsåPH,brighton arms PH,
2011,," BristolåRoad,åBirmingham"," Bristol Road, Birmingham",
2011,," BristolåRoad,åEdgbaston"," Bristol Road, Edgbaston",
2011,," BristolåSt,åBirminghamåCityåCentre"," Bristol St, Birmingham City Centre",
2011,,BristolåStreet,Bristol Street,
2011,,BristolåStreet,Bristol Street,
2011,,BristolåStreetåSouth,Bristol Street South,
2011,,BristolåStreetåSouth,Bristol Street South,
2011,,brittaniaåhotel,brittania hotel,
2011,,BroadåSt,Broad St,
2011,,BroadåSt,Broad St,
2011,,broadåst,broad st,
2011,,BroadåSt,Broad St,
2011,,broadåst,broad st,
2011,,broadåst,broad st,
2011,,broadåst,broad st,
2011,,BroadåSt,Broad St,
2011,,BroadåSt,Broad St,
2011,,BroadåSt,Broad St,
2011,," BroadåStå@åGasåStreet,åCityåCentre"," Broad St @ Gas Street, City Centre",
